10000 200013
11 7478 3898
11 5670 261
11 2851 468
11 164 885
11 20 202
11 9415 2595
11 6358 4315
11 9212 4370
11 8256 4084
11 6561 3412
11 9220 4616
11 4120 2112
11 3783 4715
11 7848 397
11 1704 1452
11 1150 450
11 3597 1155
11 8019 4859
11 9720 4501
11 31 4639
11 8811 1712
11 3367 3212
11 249 3101
11 5000 1680
11 9450 685
11 5671 3656
11 9212 1215
12 9613 1670
12 1399 1187
12 122 3913
12 7349 1567
12 8686 1742
12 2967 1886
12 946 4259
12 2366 1165
12 2609 2480
12 8539 4059
12 2147 3746
12 8555 1142
12 477 4408
12 7091 4093
12 9104 4338
12 7468 1708
12 8782 75
12 3126 2763
12 4122 1267
12 8740 440
12 4264 4000
12 2923 1389
12 651 3745
12 327 4365
12 8763 4531
12 6163 3837
12 4613 3118
12 1111 4885
12 9410 670
12 3204 2144
12 2644 3144
12 9912 806
12 3330 3160
12 2018 3392
12 6597 712
12 2908 2651
12 4502 99
12 4325 2609
13 5033 4053
13 1830 2311
13 6057 3636
13 6066 2358
13 2384 4850
13 1165 2880
13 6735 1968
13 7555 2551
13 2037 3684
13 8217 3111
13 8860 4607
13 4750 359
13 1539 3288
13 3505 2579
13 119 2069
13 8623 3829
13 5634 2790
13 2817 4363
13 3091 3152
13 5438 239
13 6301 3004
13 8372 2286
13 4666 4713
13 3329 3630
13 3696 3697
13 7512 1995
13 2055 1413
13 2261 1016
13 119 1210
13 7503 610
13 8398 584
13 9126 273
13 1959 1624
13 8843 4184
13 8222 1534
13 9502 3463
13 1916 4809
13 437 756
13 1209 2695
13 9405 4264
13 537 2089
13 1230 2430
14 9533 1553
14 9110 1755
14 1221 776
14 1731 3820
14 9205 3562
14 3216 1228
14 4918 4642
14 9540 4018
14 2742 1011
14 2136 5
14 5890 104
14 1370 101
14 5658 1229
14 4172 1120
14 5218 4902
14 2332 4231
14 125 4777
14 8292 694
14 9066 1386
14 2500 3438
14 6227 3921
14 3873 2739
14 6264 1648
14 1040 360
14 8666 1003
14 3705 2301
14 2634 1710
14 6049 4543
14 4941 4465
14 7431 4649
14 676 2468
14 9478 3380
14 4822 3707
14 1274 863
14 202 3614
14 689 3298
14 921 1929
14 2176 4036
14 9788 3963
14 9229 2576
14 5200 3709
14 695 2137
15 7766 3741
15 6050 3146
15 7993 2012
15 9083 101
15 2289 109
15 9957 3059
15 9375 260
15 2120 3150
15 9267 4982
15 1380 4097
15 4187 3608
15 1802 946
15 5973 3937
15 3592 3749
15 5350 33
15 6120 4421
15 6187 2026
15 1696 1137
15 7267 4899
15 5424 1488
15 8882 908
15 199 2628
15 9110 2402
15 473 425
15 5325 342
15 1003 3497
15 5925 78
15 4837 2669
15 2963 1788
15 2948 4184
15 4045 4290
15 5505 1640
15 9233 3105
15 4163 4120
15 739 612
15 6021 3635
15 4229 3308
15 7333 1423
16 7332 3050
16 8626 2984
16 1429 3896
16 602 3681
16 2597 1868
16 3018 2362
16 3940 301
16 9830 3108
16 5902 4760
16 9289 3300
16 427 1361
16 7920 4412
16 6782 2845
16 867 540
16 4247 3425
16 6751 1204
16 5136 4802
16 4425 3422
16 7516 2902
16 8293 3102
16 3609 2768
16 4868 4566
16 1269 2859
16 4921 4677
16 5535 4421
16 6273 3592
16 6383 3105
16 6856 190
16 7737 943
16 6121 3177
17 8156 1698
17 3700 2501
17 6245 2096
17 8870 3644
17 6552 1139
17 5553 2638
17 3680 3426
17 4966 3436
17 5155 1882
17 5049 2285
17 1493 636
17 1343 605
17 2659 2373
17 421 1379
17 8648 1772
17 5270 2400
17 9233 3685
17 2760 4857
17 6932 3414
17 9155 3169
17 7344 4147
17 989 2315
17 9409 413
17 4786 3916
17 1097 1031
17 9082 1650
17 4696 648
17 4383 4652
17 3870 85
17 713 766
17 8853 2738
17 7859 368
17 269 15
17 8874 2280
17 5606 3313
17 6433 1019
17 7476 2337
17 9419 4371
17 3907 2799
17 7600 4801
17 8896 719
17 2426 416
17 1521 4740
17 8117 2045
18 4048 4340
18 3510 2051
18 7656 3148
18 9453 79
18 7265 2739
18 2976 3158
18 5313 2569
18 9385 2994
18 1622 1462
18 7378 3024
18 7871 4838
18 2355 2501
18 2336 4363
18 2895 4387
18 3159 412
18 1835 3475
18 7795 965
18 7325 1111
18 9961 1447
18 1386 4739
19 6268 3524
19 8046 2866
19 6063 3111
19 8457 550
19 6011 3347
19 9988 4121
19 1254 2771
19 9955 92
19 8686 531
19 146 1622
19 4739 2989
19 2323 1462
19 6250 3008
19 5491 1495
19 4743 340
19 1893 235
19 4208 4018
19 3048 2490
19 7622 950
19 4812 2677
19 7714 3013
19 7822 4298
19 507 3667
19 436 1654
19 9924 1257
19 5332 3000
19 8619 293
19 5382 1708
19 5557 101
19 2134 3096
19 4946 2668
19 8504 478
19 7749 1110
19 498 3675
19 2900 45
19 303 1867
19 9569 3800
19 3114 3127
19 4064 1070
19 5864 2672
20 9943 4965
20 5630 2448
20 1249 2901
20 9185 267
20 2925 379
20 3200 1161
20 5847 3646
20 1923 2659
20 4879 3362
20 1115 574
20 8806 2458
20 7552 1973
20 2638 2009
20 2809 3500
20 4795 1597
20 4042 853
20 5837 3070
20 4927 4633
20 6487 777
20 9848 4077
20 6167 4122
20 4485 3607
20 9823 881
20 404 3101
20 776 3672
20 7198 1289
20 6417 2985
20 3447 4345
20 3115 278
20 5128 724
20 5517 4196
20 7185 1617
20 4468 3180
20 374 1238
20 952 2148
21 9327 3753
21 4816 1093
21 5398 2533
21 1528 4465
21 5483 2210
21 5124 4813
21 3322 1474
21 4522 3024
21 7149 3805
21 153 4917
21 7270 4682
21 9325 3062
21 3528 1910
21 2139 2367
21 9815 2564
21 9653 4461
21 6108 1836
21 3786 4883
21 4135 2340
21 1570 1437
21 2286 3858
21 6273 454
21 7719 2096
21 1212 3933
21 393 2464
21 656 3708
21 611 3218
21 4479 2177
21 7773 128
21 9420 4692
21 7801 4167
21 8883 1125
21 9329 1135
21 9453 2656
21 671 2491
21 3119 1367
21 8770 4691
21 2220 3976
21 8995 4653
21 941 839
22 5051 3315
22 5859 3215
22 8750 3759
22 541 2520
22 3303 2636
22 9935 3107
22 6482 2190
22 7554 1745
22 6125 4628
22 6025 1576
22 2965 1191
22 6062 2210
22 4890 4766
22 9861 906
22 4891 4119
22 7128 4489
22 8997 3843
22 4177 480
22 6711 955
22 730 3687
22 2988 3064
22 1353 344
22 1141 2919
22 8993 1161
23 9701 1983
23 3919 2403
23 2346 165
23 6156 3685
23 1320 3243
23 5039 68
23 9018 407
23 8615 205
23 6896 2599
23 9820 61
23 1717 813
23 7338 3592
23 9489 1290
23 270 1686
23 8313 2954
23 5152 2077
23 9121 4602
23 2574 4960
23 3310 338
23 3202 3051
23 8738 69
23 159 4586
23 6415 3004
23 1759 4208
23 9821 4919
23 26 2907
23 9122 2565
23 8756 3989
23 4473 674
23 9347 20
23 1071 4460
23 9285 3116
23 5702 3882
23 4190 4432
23 7893 4599
23 6977 3867
24 8742 4075
24 8067 1174
24 8102 4188
24 8002 2995
24 2977 113
24 9952 3666
24 4796 4711
24 448 4025
24 1134 2350
24 7119 370
24 6538 1225
24 1182 4044
24 5396 874
24 7610 1325
24 254 4246
24 1339 2013
24 9116 1356
24 767 4428
24 95 2124
24 7890 479
24 1783 2470
24 2175 2735
24 7828 1893
24 9177 3672
24 2509 2805
24 425 202
24 8226 596
24 2931 4975
24 3685 2152
24 6373 1508
24 3077 3820
24 4225 3064
24 1166 2909
24 4112 4264
24 4754 2155
24 9052 1227
24 3095 327
24 4518 3837
24 969 1761
24 808 1704
24 4190 1948
24 1013 2142
24 2496 1108
24 6979 731
24 6363 3129
24 4387 2108
25 2591 1618
25 8083 2341
25 787 2794
25 208 1316
25 8288 1294
25 268 2732
25 5684 3726
25 7241 4256
25 7614 2429
25 5078 2969
25 5996 2924
25 1413 1591
25 4331 4365
25 3349 3881
25 5184 4404
25 9314 4892
25 6849 4168
25 9777 250
25 4089 302
25 4254 4922
25 8992 4309
25 425 2478
25 6970 294
25 8542 2621
25 6356 476
25 4059 3677
25 955 853
25 3093 3363
25 920 2841
25 7080 535
25 8462 3131
25 1410 1361
25 9878 413
25 7651 4786
25 8581 434
25 6374 4061
25 7380 2175
25 5680 2800
26 2578 4878
26 2686 2308
26 1161 4434
26 2671 4369
26 1557 3242
26 2984 1382
26 2831 676
26 2437 4803
26 2140 4973
26 5736 4152
26 4319 934
26 9394 3696
26 7823 1471
26 4872 3389
26 2078 1530
26 4058 2232
26 2991 1784
26 9520 675
26 8406 1134
26 9194 2085
26 7950 2716
26 7182 1656
26 3313 4281
26 2120 3502
26 1988 3954
26 9438 1621
26 4991 4698
26 3895 4725
26 6381 3538
26 1812 3679
26 343 15
26 2644 1972
26 5710 4898
26 1001 4022
26 6526 4001
26 9949 1575
26 8729 2631
26 5242 1804
26 2292 3014
26 148 3346
26 3729 4800
26 6051 466
26 2860 2022
26 9841 1770
26 716 403
26 829 2687
26 7564 1767
26 9435 682
26 140 1051
26 4326 1495
26 8790 652
27 383 4670
27 199 4828
27 7159 821
27 257 2622
27 804 2869
27 5872 3603
27 9083 3831
27 4982 3231
27 7552 2194
27 4549 4511
27 2515 2420
27 7740 68
27 2667 1919
27 1333 1175
27 4767 2874
27 4362 1036
27 8021 2530
27 9445 1247
27 6130 2313
27 726 536
27 8629 2908
27 2780 869
27 8960 2041
27 7213 4732
27 8333 503
27 1939 2676
27 6033 3869
27 8455 4434
27 6430 3030
27 9985 847
27 8572 300
27 425 3588
27 4534 939
27 4735 2684
27 3829 4674
27 3572 2394
27 8007 547
27 7059 3446
27 6166 2403
27 7835 1684
27 9695 4095
27 4115 475
27 7712 2585
27 9291 2694
27 7184 3340
27 930 2481
27 461 2439
27 106 139
28 6203 2265
28 5183 869
28 3839 3726
28 2661 660
28 1229 2286
28 4956 352
28 2599 3216
28 7103 791
28 9216 1544
28 5568 3911
28 1785 892
28 8173 3531
28 8470 106
28 8668 2221
28 5203 15
28 7827 159
28 360 784
28 4155 1612
28 7398 2303
28 1232 1020
28 6472 3939
28 6229 4555
28 9584 3742
28 6996 1099
28 5686 2711
28 8871 4212
28 2985 591
28 9429 1264
28 611 3346
28 9370 3677
28 1600 850
28 5682 2851
28 7451 1955
28 3458 3274
28 9384 4026
28 6272 366
28 6455 3120
28 955 4238
28 981 4081
28 2396 4477
28 7576 2781
28 2622 2524
28 5138 4601
28 5845 2409
28 2870 4075
28 6450 2080
28 9464 2345
28 8760 4795
28 4772 4036
28 3258 2795
28 8975 4497
28 7264 4400
29 1289 3228
29 8726 3176
29 8625 968
29 5447 2563
29 8512 2615
29 159 4104
29 8575 1318
29 9882 1459
29 8546 2557
29 958 3851
29 8106 1962
29 5978 4095
29 4336 4968
29 4201 4185
29 3020 4179
29 1620 833
29 3741 1699
29 5123 3769
29 3348 3706
29 9584 565
29 8553 2374
29 6347 3190
29 9712 1853
29 6025 1309
29 5012 2882
29 6937 4806
29 1384 2200
29 4620 3784
29 6322 1532
29 3596 2266
29 1716 2375
29 1683 885
29 8712 922
29 9063 4167
29 9623 213
29 6882 3386
29 3688 3602
29 9366 1008
29 3158 2664
29 7031 1612
30 2076 3896
30 7351 4207
30 2230 3338
30 250 2280
30 5770 2892
30 4212 2595
30 1974 4749
30 6246 236
30 6069 2797
30 5672 4823
30 2550 730
30 4645 4930
30 5744 2445
30 6787 3985
30 2576 3109
30 4162 4961
30 3476 607
30 1027 3885
30 1152 3798
30 964 580
30 5632 313
30 2611 4380
30 7864 4471
30 8549 1475
30 1304 4627
30 5970 3247
31 436 1129
31 8289 3943
31 5663 4321
31 3773 2462
31 5672 2606
31 581 1290
31 5921 4426
31 3002 2507
31 3564 4941
31 726 4896
31 5784 2942
31 7290 4779
31 3211 1596
31 3072 4366
31 8804 1525
31 6070 3947
31 3495 3777
31 4258 3556
31 2944 3012
31 1376 1712
31 627 1848
31 5596 1523
31 2354 208
31 3316 1900
31 8873 4810
31 6454 2051
31 369 1738
31 3192 3737
31 2318 1809
31 8575 271
31 8271 2726
31 8950 3454
31 1494 1204
31 6697 228
31 6581 2575
31 1796 1404
31 2535 1219
31 339 3033
31 9148 4036
31 9186 3504
31 355 3750
32 4741 4798
32 9106 3102
32 6937 2323
32 9571 4116
32 8522 3032
32 511 3432
32 6912 1027
32 7215 83
32 84 3343
32 8579 664
32 8672 1676
32 1590 966
32 152 2040
32 5771 2135
32 4561 4148
32 2591 3562
32 5444 4628
32 2605 812
32 8249 3100
32 423 1497
32 4752 1350
32 1726 4756
32 5181 3281
32 6934 45
32 1009 2415
32 8696 1064
32 9171 4478
32 3670 392
32 5657 4304
32 2026 1239
32 5217 3438
32 6121 1032
32 915 4795
32 457 4938
32 5249 2933
32 7344 4559
32 7236 2341
32 7327 818
32 3354 3348
32 4345 3743
32 9222 3621
32 284 3578
32 9046 263
32 923 1642
32 8492 1417
32 5365 21
33 1445 350
33 3908 748
33 3709 2127
33 6394 362
33 5548 2940
33 5343 3475
33 7554 1058
33 264 983
33 5808 3401
33 5954 1378
33 3049 3766
33 3903 4253
33 9835 330
33 8639 1837
33 9883 1944
33 1064 1003
33 1325 1019
33 8821 1177
33 5812 3653
33 4743 1770
34 5162 500
34 6671 4043
34 8674 3636
34 6198 2567
34 5012 4934
34 8474 772
34 5062 2619
34 4546 4970
34 6090 773
34 3681 3095
34 3864 2599
34 1473 80
34 1022 1610
34 8264 3041
34 467 4320
34 7676 3046
34 243 2318
34 7763 1863
34 242 1692
34 7276 4968
34 7268 492
34 7359 1841
34 1040 4043
34 6765 259
34 1695 3396
34 3578 238
34 7885 1255
34 8460 1422
34 5117 2344
34 7849 4351
34 9084 4923
34 7255 4202
34 1745 4690
34 9519 2017
34 9591 768
34 6369 4280
34 9365 2389
34 930 2432
34 6034 4712
34 1987 493
34 8466 4905
34 2455 473
34 5234 1148
34 4089 557
34 5335 224
34 3521 4585
35 99 4284
35 6394 121
35 964 1021
35 2061 2525
35 6564 1631
35 6116 2762
35 4553 2911
35 6231 2312
35 4646 2333
35 3716 3859
35 5766 635
35 4595 622
35 1255 4362
35 4617 2649
35 9005 397
35 5322 2100
35 7829 3150
35 6909 1457
35 5906 4648
35 7274 4914
35 2956 2695
35 558 3048
35 919 2771
35 7526 980
35 4988 635
35 2333 3358
35 1984 3722
35 9537 3292
35 800 1170
35 9876 1562
35 4704 493
35 4014 490
35 719 2112
35 916 4607
35 4552 2110
35 9823 1540
35 206 2466
35 7204 2971
35 6472 1168
35 6834 4979
35 8019 2772
35 9657 2095
36 5648 1353
36 9916 2727
36 7415 3985
36 4486 4799
36 3792 2479
36 4939 3777
36 9802 1859
36 643 1013
36 7926 1124
36 2061 4731
36 6198 3201
36 3455 2926
36 2859 1732
36 5548 3730
36 7564 3656
36 3617 491
36 341 3820
36 5384 4500
36 4078 3432
36 7495 2207
36 3594 1854
36 3514 946
36 828 688
36 411 3070
36 7867 477
36 3774 2826
36 8054 3590
36 2082 2117
36 8075 378
36 6812 1498
36 1285 1708
36 8422 4062
36 640 484
36 6221 1880
36 7489 1530
36 155 3073
36 6841 4730
36 5520 4458
36 7357 1788
36 6833 1105
37 7197 4485
37 119 693
37 9918 2746
37 7337 2653
37 9970 3206
37 8547 2806
37 2634 399
37 3595 2469
37 1416 3899
37 7126 661
37 7736 4878
37 8105 3651
37 8152 3659
37 627 1591
37 2786 4834
37 424 4545
37 281 2172
37 5763 3258
37 8415 920
37 3137 1672
37 6341 1821
37 3134 2030
37 3127 3928
37 168 2787
37 1708 822
37 2802 1507
37 5964 2079
37 6832 4825
37 248 3900
37 5970 2587
37 9612 1623
37 7071 2688
37 5873 363
37 2294 2469
37 5201 3540
37 7123 301
37 6270 976
37 940 3468
37 5063 2813
37 8830 3937
37 9775 1320
37 700 337
37 1404 2325
37 1999 3884
37 9851 356
37 5108 1675
37 8506 178
37 7186 495
37 7885 2254
37 7168 3297
37 7499 3548
37 650 2992
37 6680 348
37 2356 1090
38 4771 1207
38 3515 117
38 1167 3294
38 5943 829
38 2339 2349
38 2364 813
38 246 3906
38 2622 4131
38 430 4100
38 399 2913
38 568 4501
38 1195 2969
38 1644 4588
38 3752 1380
38 1666 1281
38 9593 2901
38 6635 1572
38 2753 2144
38 4732 4464
38 5689 4034
38 364 96
38 399 2152
38 9270 1668
38 1766 1481
38 1310 4513
38 3494 358
38 3006 2675
38 4073 1464
38 4719 4368
38 6562 1223
38 3549 2729
38 3036 275
38 4728 1847
38 9649 4201
38 75 1855
38 1402 2522
38 3282 931
38 4470 3698
38 9489 1911
38 3527 4805
38 8133 5
38 7807 2163
38 3783 155
38 3839 3118
38 1279 4370
38 1836 2537
39 2788 3194
39 3980 3550
39 546 2207
39 6418 1656
39 5818 2653
39 6140 3602
39 4355 455
39 6140 4374
39 678 81
39 4481 18
39 9115 2551
39 9110 4652
39 1726 1354
39 5764 332
39 1410 693
39 4416 1945
39 3270 1757
39 1481 3413
39 4613 152
39 870 125
39 5525 1219
39 4851 2549
39 3419 3003
39 5613 2448
39 2305 3586
39 9898 1681
39 7109 210
39 8004 4739
39 9681 1039
39 3437 3510
39 9274 2706
39 6000 719
39 6367 1382
39 9752 34
39 9372 4163
39 1811 2702
39 8041 1664
39 2314 4619
39 2044 3356
39 3638 1758
39 832 3725
39 3627 2061
39 5693 3190
39 3586 1305
39 3379 4863
39 5689 303
39 5371 3995
39 8989 1243
39 6134 25
39 7821 3083
39 6531 3038
39 1010 744
39 6944 1630
39 4939 3745
39 8188 628
39 4221 2743
39 1323 4312
39 2896 2521
40 748 3101
40 6069 1968
40 9296 1236
40 5886 2273
40 8539 1271
40 2265 3665
40 3226 2716
40 9651 2324
40 8446 3763
40 8328 822
40 6676 910
40 9148 3080
40 2556 3460
40 6675 600
40 4837 2792
40 3133 303
40 4458 3894
40 832 2410
40 7171 4987
40 1382 312
40 7814 4520
40 6038 4869
40 3287 4644
40 6226 3801
40 5058 2925
40 1118 3270
40 5173 4170
40 4184 2708
40 8983 2659
40 1260 1489
40 533 1541
40 5349 2141
41 6678 3387
41 4175 4349
41 1347 4158
41 1485 1536
41 1162 1882
41 345 4340
41 9448 4967
41 989 2911
41 5839 3563
41 8308 57
41 2402 4199
41 6193 3715
41 8418 3319
41 7641 1149
41 1079 562
41 7022 3914
41 2270 17
41 9045 1726
41 4882 799
41 7164 4044
41 7126 2466
41 2884 4936
41 7769 3145
41 1093 4644
41 354 4584
41 6904 966
41 490 3851
41 2207 1802
41 5554 2868
41 7883 3769
41 4300 2326
41 3371 4976
41 3514 3703
41 2836 2584
41 3475 2235
41 9517 3300
41 2877 3396
41 3889 2900
41 2029 2121
41 4042 163
42 6154 4536
42 5738 330
42 4768 1377
42 4855 4774
42 330 1041
42 4689 706
42 8305 3815
42 7619 3697
42 8495 2448
42 8382 1792
42 8616 770
42 8058 387
42 6149 287
42 6234 4833
42 6849 3254
42 8924 2089
42 7437 2420
42 5301 2761
42 8113 940
42 7406 2002
42 1125 930
42 6561 1419
42 6649 872
42 3881 3381
42 3571 3329
42 2087 3262
42 5552 4362
42 1243 372
42 3527 2762
42 3442 4752
42 5121 2688
42 8634 1093
42 5220 496
42 7457 4453
42 7619 4989
42 9728 2779
42 8082 2055
42 5555 2283
42 5146 1687
42 2965 4222
42 1735 4397
42 2111 1491
42 9440 3255
42 6456 1285
42 1379 1628
42 9847 1411
42 333 1549
42 8362 4616
43 9549 1048
43 156 3972
43 9809 2982
43 8533 3763
43 7546 3089
43 72 2922
43 2873 897
43 9257 1940
43 7741 4188
43 7161 1029
43 5540 4895
43 1433 1885
43 6977 4535
43 1198 1090
43 1543 541
43 9083 1574
43 6122 858
43 724 4009
43 6481 4992
43 397 2036
43 4351 2562
43 9614 1380
43 9958 4642
43 5342 4725
43 8821 3461
43 9427 2727
43 5908 379
43 1517 2461
43 1157 2539
43 6946 3417
43 2021 214
43 4640 1664
43 1788 4585
43 892 3010
43 8303 3978
43 2433 1635
43 1413 4738
43 6802 2973
43 2101 1703
43 3443 4045
43 7527 964
43 2724 2383
43 4210 4563
43 7661 4270
44 4651 3693
44 1680 179
44 46 2170
44 1365 4612
44 9057 1002
44 5323 2516
44 3503 3824
44 4016 178
44 459 3436
44 9824 3370
44 8946 2110
44 4563 3991
44 513 3103
44 6067 2740
44 4878 1551
44 7313 4582
44 5510 4011
44 8953 3536
44 5311 2520
44 6050 1763
44 3408 1763
44 8238 25
44 7294 1436
44 996 2948
44 4514 4018
44 8624 2151
44 3477 2514
44 7113 4599
44 4930 1540
44 9034 1415
44 573 465
44 6416 647
44 2835 3824
44 3294 4158
44 7992 2558
44 1818 824
44 708 3513
44 7050 719
44 3748 3843
44 3629 1169
44 7387 2520
44 9197 2154
44 8116 719
44 4968 3068
44 6000 1872
44 2640 3342
44 1676 2074
44 1728 2584
44 1747 2259
44 2876 2709
45 8534 1314
45 6008 961
45 8416 4168
45 7642 256
45 8674 4969
45 247 3010
45 6897 4910
45 5201 7
45 7571 3874
45 8585 1496
45 7412 1540
45 6076 3513
45 1820 195
45 1511 1613
45 174 2705
45 5879 1173
45 9007 1559
45 4552 2378
45 4854 732
45 2028 4777
45 5963 2533
45 8020 1810
45 5253 802
45 6296 2917
45 9276 3875
45 5365 4563
45 3289 2692
45 1911 3784
45 9144 1594
45 6748 4181
45 8627 3479
45 6633 3587
45 1351 1098
45 5511 1318
45 4450 1104
45 4505 4039
45 2194 764
45 1391 871
46 328 143
