5000 40000
23 1285 551
23 1119 1445
23 4200 18
23 3252 335
23 648 357
23 3029 1941
23 3240 492
23 2760 109
23 702 1477
23 2150 1139
23 1393 905
23 3816 1083
23 4284 307
23 3585 1587
23 4090 244
23 1951 272
23 474 826
23 30 1739
24 114 1482
24 3527 1028
24 3241 580
24 2810 9
24 843 1032
24 1535 1045
24 1273 145
24 645 1383
24 4863 1439
24 4470 23
24 272 41
24 2349 916
24 3102 1369
24 4336 1317
24 1146 368
24 4819 1534
24 4377 27
24 438 763
24 3169 990
24 3265 769
24 4445 1524
24 2501 1182
25 605 982
25 3267 857
25 4021 830
25 2606 604
25 4615 1333
25 4560 133
25 2483 1296
25 440 559
25 3395 1309
25 2277 252
25 928 202
25 3586 1001
25 4847 1944
25 290 1415
25 2153 1360
25 1673 818
25 2979 992
25 1890 463
26 3015 137
26 1928 1475
26 1475 690
26 556 1094
26 2324 805
26 689 1819
26 3905 61
26 2453 1258
26 1181 1462
26 2855 214
26 683 1697
26 1085 1556
27 4710 813
27 4972 620
27 3385 1792
27 2901 1771
27 2949 844
27 2880 789
27 3646 1223
27 2448 727
27 3210 1643
27 3268 1339
28 425 643
28 513 1368
28 4491 623
28 3629 1498
28 3738 1482
28 172 1137
28 437 1116
28 3859 896
28 4580 782
28 1453 858
28 2194 1246
28 3767 1637
28 834 125
28 2082 646
28 4915 1256
28 3664 1483
29 1608 1104
29 2117 659
29 321 1819
29 4551 1114
29 381 994
29 3746 1932
29 4572 1222
29 2532 1518
29 2770 215
29 4882 1587
29 1915 1688
29 4059 1807
30 2752 1621
30 2466 789
30 2798 1305
30 3583 1254
30 3942 9
30 4356 1233
30 3017 633
30 2210 780
30 1012 862
30 3857 247
30 4689 174
30 1387 23
30 2239 187
30 3610 433
30 4416 1244
30 4719 653
30 1467 231
30 684 1549
30 1754 1091
30 3630 758
30 3229 1605
30 3582 1197
30 3702 150
31 1913 1323
31 2223 1736
31 4761 843
31 2082 1906
31 3262 1364
31 3047 110
31 1140 1905
31 2222 1239
31 2473 918
31 3672 330
31 4819 1400
31 2398 1036
31 548 1114
31 4899 655
31 2603 945
31 4090 1534
31 4744 1953
31 1705 1531
31 4096 626
31 4910 623
31 2605 464
31 4353 343
32 4141 777
32 3123 653
32 785 1379
32 4461 527
32 1925 8
32 1927 1133
32 1115 1715
32 2371 1888
32 1616 113
32 2154 1625
32 4007 910
32 832 924
32 2520 369
32 244 157
33 2355 1761
33 1981 1661
33 1591 1559
33 1293 1636
33 3909 1793
33 1879 1256
33 561 21
33 1524 239
33 426 1432
33 4060 548
33 3963 808
33 559 1591
33 4472 902
33 3826 1624
33 2425 771
33 2705 42
33 1312 326
33 68 962
33 904 1056
33 388 1396
34 1879 1551
34 4169 587
34 3273 1435
34 3222 878
34 4163 642
34 4063 1417
34 2559 1097
34 1117 947
34 2183 1685
34 4739 1759
34 3256 992
34 2407 1097
34 2899 1096
34 2351 1025
34 4761 613
34 1765 768
35 4836 1028
35 2572 870
35 4110 661
35 785 1932
35 4686 705
35 3960 18
35 4797 1750
35 2033 1395
35 293 1903
35 4970 1749
35 4024 309
35 4259 1208
35 2830 1542
35 4596 1831
35 1940 1693
35 430 1643
35 398 1934
35 4703 1746
35 2542 837
35 4220 1715
35 3848 496
35 2009 939
36 2851 116
36 1056 277
36 3113 1545
36 4724 1607
36 293 1516
36 2551 1888
36 3771 406
36 1484 1358
36 1931 1804
36 1249 1481
36 1635 622
36 783 1776
36 1635 43
36 194 239
37 4505 1105
37 2132 781
37 4475 279
37 210 116
37 2522 379
37 4810 842
37 759 1950
37 1572 1938
37 3529 1397
37 4519 1468
37 4445 1886
37 3724 51
37 1076 81
37 369 86
37 1444 1710
37 539 1397
37 1595 202
37 1884 186
37 321 1575
37 4124 1302
37 666 147
37 258 1318
37 3563 1530
37 3015 74
37 2551 1728
37 3533 926
38 2336 1413
38 692 1721
38 321 1881
38 1964 1655
38 4426 1590
38 367 111
38 3005 94
38 3097 1883
38 4067 1947
38 4623 527
38 2834 276
38 3803 1700
38 1089 70
38 3249 1975
38 4909 743
38 1152 1768
38 2181 1456
38 2877 97
38 1019 1129
38 1531 233
39 1586 1759
39 3085 1584
39 3053 1845
39 1432 517
39 260 1916
39 4098 290
39 3391 1481
39 3308 854
39 658 1404
39 802 1261
39 2027 1066
39 3866 1677
39 3992 1058
39 3219 844
39 4919 596
39 153 590
39 4858 303
39 4241 4
39 4495 268
39 1625 117
39 2084 105
39 3159 110
40 491 244
40 1126 1441
40 773 741
40 3378 50
40 1157 289
40 4929 208
40 4786 25
40 3629 1293
40 134 71
40 2103 1376
40 3204 85
40 2745 1367
40 4473 1754
40 2543 598
40 4991 1475
40 3780 1925
40 1950 147
40 2050 747
40 99 1224
40 60 978
40 2443 1370
40 1345 1715
41 115 1831
41 174 769
41 3609 1910
41 3507 469
41 4457 1879
41 2705 395
41 254 247
41 4870 641
41 3404 1485
41 3202 419
41 2210 1965
41 356 1137
42 3191 57
42 92 1038
42 4571 1661
42 4977 713
42 1222 1737
42 2915 756
42 4468 100
42 2935 461
42 2570 884
42 1977 1614
42 3608 1401
42 1003 742
42 3425 1892
42 4644 1196
42 4777 1614
42 4745 568
42 1099 1571
42 4871 1149
43 4447 1319
43 3201 826
43 210 1444
43 3020 872
43 1248 1137
43 3293 476
43 2515 1440
43 2898 337
43 1754 1801
43 832 828
43 3959 1356
43 3185 673
43 4586 1333
43 3229 1757
44 1758 313
44 2271 1461
44 4339 1254
44 4924 479
44 2887 1463
44 4280 1799
44 1483 207
44 765 1391
44 3672 1718
44 783 1928
44 3725 1420
44 2846 1973
44 4472 1734
44 379 690
44 3534 987
44 3782 397
44 4962 1101
44 2074 1383
44 3200 1036
44 1945 1990
45 1884 285
45 2170 1413
45 1641 1330
45 354 236
45 1272 33
45 1152 1000
45 3143 1023
45 4201 1389
45 4689 1650
45 4582 1914
45 116 590
45 1496 1825
46 4244 823
46 3864 1510
46 2645 1378
46 4309 1463
46 3944 1417
46 1716 49
46 2835 1822
46 4032 334
46 444 1645
46 1353 1240
46 4347 540
46 1984 1808
46 1053 303
46 4575 410
46 4986 334
46 1261 694
46 543 349
46 1397 1979
46 4928 1346
46 609 892
47 1995 330
47 977 238
47 246 1538
47 3081 19
47 562 1563
47 617 1549
47 1701 225
47 3476 1547
47 3947 660
47 2572 522
47 3856 252
47 4819 1361
47 2303 541
47 1107 34
47 1526 410
47 4881 1263
48 798 130
48 133 855
48 422 1539
48 1861 1569
48 2197 764
48 1787 1134
48 3446 1854
48 3516 1340
48 4676 343
48 2691 1860
49 4497 367
49 3531 907
49 4510 1401
49 1387 51
49 4999 1794
49 984 217
49 672 1002
49 4633 759
49 118 898
49 1637 75
50 4064 267
50 170 1191
50 3437 641
50 3840 1637
50 3099 410
50 80 168
50 3653 1156
50 712 92
50 3853 1898
50 4761 1042
50 2575 21
50 2882 1435
50 1369 449
50 1693 1548
50 1602 991
50 3161 875
51 1423 157
51 316 42
51 2456 804
51 2012 334
51 3885 451
51 3927 524
51 4257 1403
51 2228 1936
51 4045 195
51 2164 1886
51 4696 473
51 361 1167
51 2876 1512
51 2850 1235
51 4026 1127
51 4661 391
51 1766 1924
51 1160 1783
51 2691 186
51 4280 1506
52 1000 936
52 3992 1357
52 3633 969
52 829 222
52 2771 982
52 3305 187
52 498 1452
52 3190 291
52 854 1735
52 145 282
52 3952 138
52 3718 121
52 1770 498
52 3820 1681
52 654 814
52 2034 1909
52 502 149
52 4675 20
52 855 1740
52 1635 152
53 2828 314
53 2479 1621
53 500 654
53 2980 489
53 4586 1798
53 2160 177
53 482 886
53 3373 1919
53 3459 469
53 1010 1783
53 2017 1455
53 2568 1709
53 255 1870
53 856 1418
54 2439 623
54 3015 933
54 378 196
54 1469 500
54 3883 898
54 3839 1382
54 833 1991
54 1279 1554
54 1361 266
54 523 499
55 4600 84
55 1698 1386
55 3985 563
55 4109 341
55 1228 1446
55 1715 1690
55 2690 1639
55 2364 1731
55 1348 822
55 3403 645
55 4679 1570
55 4118 227
55 2268 1763
55 2293 1334
55 3130 1260
55 2605 1608
55 4914 868
55 3389 256
55 805 60
55 407 1233
55 770 975
55 1734 110
55 3302 1986
55 2635 755
55 3885 834
55 3989 185
55 4516 1772
55 322 1816
55 732 215
55 2252 1727
56 2054 1853
56 1061 1918
56 4546 1817
56 1125 626
56 844 699
56 4201 1125
56 2524 1357
56 2470 1108
56 1443 616
56 3782 261
56 4754 1279
56 300 664
56 2567 1510
57 4222 32
57 2693 741
57 3274 858
57 2904 230
57 2569 1260
57 2086 541
57 2879 453
57 3827 290
58 281 72
58 1396 659
58 4692 966
58 235 163
58 402 1286
58 2456 1683
58 2431 133
58 2510 1139
58 701 1282
58 2762 1180
58 1836 1205
58 2099 246
58 1365 1779
58 1205 1124
58 2647 221
58 4433 517
59 2951 981
59 1002 1416
59 1719 1248
59 845 347
59 2412 538
59 3144 1616
59 3283 1961
59 868 726
59 2600 173
59 1835 1957
59 4869 498
60 564 365
60 3495 1840
60 2143 1788
60 3534 1937
60 2347 128
60 3665 1407
60 3940 1459
60 1017 790
60 4549 374
60 1173 971
60 1411 863
60 1301 352
60 4508 1962
60 3023 799
60 1990 1432
61 1540 248
61 3182 287
61 4413 923
61 2863 101
61 3409 1859
61 1283 1754
61 2760 1982
61 1306 1529
61 3747 1437
61 4499 1349
61 3143 1764
61 4581 827
61 2502 1243
61 139 1145
61 386 1174
61 2103 178
62 1738 1995
62 770 859
62 4934 543
62 1404 815
62 2526 901
62 2734 130
62 210 432
62 1471 1080
62 1759 104
62 3210 1249
62 1156 915
62 3707 429
62 966 1742
62 3330 342
62 1717 1904
62 1977 817
63 4120 1019
63 3155 447
63 2351 802
63 109 1279
63 972 1063
63 386 886
63 3962 527
63 2261 460
63 3515 1830
63 78 900
63 1805 1430
63 4000 463
63 3201 1319
63 895 1347
64 4040 94
64 2055 865
64 2025 1097
64 4435 1824
64 3409 1817
64 2756 1188
64 1152 1312
64 4480 921
64 2599 459
64 1073 1385
64 2742 1978
64 4674 787
65 978 1625
65 3424 1094
65 637 19
65 3903 1410
65 4845 590
65 4559 220
65 1289 545
65 1889 1250
65 2882 1423
65 4229 729
65 4642 385
65 4752 1751
65 1600 518
65 2163 100
65 4230 1833
65 3854 1023
65 1275 1565
65 4675 1496
66 929 1992
66 4869 131
66 204 261
66 960 861
66 3594 1653
66 2334 1442
66 369 1274
66 1593 1089
66 1688 969
66 1731 947
66 216 527
66 1013 1860
66 3322 163
66 1891 587
66 177 1548
66 768 1236
66 89 1388
66 529 181
66 522 1536
66 2263 331
66 1878 1
66 2532 763
67 4525 459
67 863 1057
67 2987 927
67 214 616
67 1216 746
67 4078 1769
67 3779 615
67 3470 636
67 242 1398
67 2907 1078
67 497 74
67 944 1351
67 128 1704
67 3380 815
67 1783 209
67 2675 236
67 4885 389
67 3923 483
68 651 1604
68 448 416
68 1172 1613
68 2970 670
68 694 88
68 248 425
68 3319 510
68 325 342
68 501 1368
68 286 1548
68 2618 1071
68 2082 1918
68 3550 831
68 3873 1219
68 3821 35
68 555 229
68 654 1318
68 2482 265
68 1941 1315
68 463 1055
68 2417 464
69 2227 1657
69 4382 1606
69 892 1512
69 423 1858
69 3858 1606
69 1939 524
69 3564 837
69 2256 690
70 4183 1450
70 3561 80
70 2976 810
70 2667 1301
70 2455 634
70 549 1588
70 4250 1113
70 997 1470
70 2124 1267
70 888 1800
70 2346 932
70 4518 1634
70 173 1037
70 1830 1992
70 3728 1411
70 3110 419
71 1410 1356
71 2593 1074
71 1134 1804
71 2987 473
71 2393 1213
71 484 1180
71 329 1523
71 1061 851
71 4754 892
71 3309 970
71 2460 1655
71 252 507
72 4606 1218
72 1464 1123
72 746 1387
72 1891 127
72 3376 502
72 3122 1189
72 2351 204
72 136 607
72 2730 880
72 1957 1725
72 2710 1297
72 4285 1044
72 4137 832
72 1250 663
72 2928 1176
72 4648 1265
72 4260 613
72 1951 551
72 2486 1446
72 679 223
72 3835 383
72 3025 1442
72 2452 611
72 4159 457
73 1814 862
73 945 1761
73 3916 193
73 1530 1990
73 1454 1016
73 694 896
73 2298 192
73 3313 1326
73 2005 1859
73 2573 460
74 1892 207
74 233 1754
74 171 871
74 1628 331
74 3043 76
74 3361 374
74 3427 49
74 4194 1165
74 3350 1733
74 4535 1841
74 2750 1593
74 1995 1157
74 2713 325
74 2375 167
74 4115 1963
74 2238 1564
74 3015 1283
74 4232 349
74 813 1801
74 4909 1904
74 4704 1883
74 1989 1536
75 852 1398
75 611 20
75 1339 1035
75 4579 1649
75 405 1914
75 3047 715
75 2138 1162
75 4922 1388
75 4282 1226
75 4116 881
75 4598 1979
75 2273 1829
75 2374 675
75 4546 1752
75 4582 1527
75 3386 1232
76 2776 1341
76 2896 278
76 3374 1017
76 2010 1539
76 946 35
76 2829 115
76 1304 51
76 514 57
76 3837 1556
76 83 1796
76 2593 1318
76 199 1347
76 4478 1712
76 2221 1402
76 4028 1231
76 1642 1273
76 2125 879
76 263 1148
76 4816 132
76 2886 1246
77 3744 1372
77 1180 982
77 1312 1288
77 1227 47
77 1267 1092
77 4101 722
77 1670 167
77 1485 1867
78 2767 1312
78 2579 925
78 3424 1700
78 4734 1163
78 139 977
78 116 1208
78 203 827
78 1033 1695
78 3314 1094
78 3034 446
78 171 1216
78 474 116
78 2464 1407
78 4619 1634
78 2198 430
78 1709 1920
78 1013 810
78 4020 1746
78 2615 871
78 1659 1751
78 1658 163
78 2565 689
78 3274 747
79 1791 1978
79 1011 786
79 3934 863
79 3736 655
79 1997 531
79 928 1257
79 1679 1031
79 1176 328
79 4059 174
79 4700 570
79 4146 579
79 4161 497
79 3399 962
79 1887 165
79 387 1005
79 2610 493
79 4895 502
79 1796 144
79 243 1993
79 4922 1905
79 3948 765
79 2786 171
79 4352 1532
79 4272 75
79 2073 793
79 1657 1492
79 300 1924
79 3415 1131
79 4025 522
79 2623 600
80 3061 478
80 100 899
80 4261 671
80 1606 1462
80 2033 1683
80 630 1895
80 4835 1807
80 4216 150
80 3534 720
80 1355 1461
80 201 1848
80 1434 960
80 3192 760
81 2959 409
81 4395 1885
81 3486 314
81 4617 1996
81 4850 1454
81 4079 1409
81 2100 1127
81 4975 1877
81 3657 1157
81 381 485
81 765 840
81 4685 1987
81 3344 751
81 3374 1578
81 3702 1361
81 3256 1711
81 4184 49
81 2241 1964
81 2425 1368
81 3731 636
81 176 1700
81 316 162
81 542 1434
81 1327 740
82 4211 182
82 4894 1656
82 2422 1781
82 3384 1403
82 3336 1397
82 620 1705
82 898 49
82 3718 1249
82 2745 1944
82 4662 106
82 525 825
82 2453 1830
82 1777 1728
82 2350 93
82 1652 1661
82 4196 142
82 89 1775
82 584 993
82 1047 1018
83 4448 1286
83 4943 1751
83 1163 809
83 959 1502
83 378 43
83 3823 1853
83 3317 1078
83 668 1242
83 1759 1270
83 987 467
83 120 1817
83 1235 745
83 2851 681
83 4119 1996
83 4068 865
83 2438 1656
83 2638 1014
83 3366 1036
83 2201 549
83 4902 596
83 3827 541
83 1075 1411
83 603 1577
84 1458 309
84 1815 1033
84 1515 132
84 4441 115
84 3738 1809
84 3766 417
84 2409 1352
84 3851 1293
84 1312 585
84 794 1967
84 1082 562
84 4587 1912
84 1009 499
84 3433 1369
84 922 159
84 774 1053
85 3461 1634
85 1199 328
85 4495 265
85 4204 1413
85 4966 1810
85 4510 378
85 3736 1780
85 2413 1624
85 2802 1021
85 981 559
85 1272 1278
85 4075 1406
85 1421 1948
85 744 568
86 310 580
86 4891 1881
86 1103 579
86 3439 1030
86 4828 1502
86 4041 673
86 785 804
86 2997 1728
86 551 1147
86 3618 1475
86 3881 962
86 1774 523
87 329 1320
87 1722 146
87 2479 573
87 774 1233
87 186 302
87 1901 1465
87 1402 427
87 951 1960
87 3505 1388
87 1840 813
87 3342 703
87 696 1513
87 1813 738
87 3444 529
87 3918 224
87 2719 884
88 1924 1718
88 3255 1732
88 2366 1981
88 2775 1522
88 1812 1706
88 1571 1671
88 3560 896
88 3795 1737
88 1285 354
88 4405 857
88 797 1753
88 1842 614
88 822 1494
88 2700 1652
88 3010 576
88 4906 355
88 536 724
88 350 598
88 1641 371
88 2917 1747
88 116 731
88 4083 366
89 3182 331
89 1049 1755
89 3206 1821
89 773 1162
89 3158 544
89 1121 719
89 2332 1617
89 1110 1914
89 3959 892
89 1591 64
90 3140 418
90 2954 1886
90 3303 1643
90 2210 567
90 2158 13
90 433 127
90 4298 1980
90 1481 1572
90 2312 804
90 2432 225
90 4248 578
90 3496 1405
90 4822 1598
90 4653 187
91 179 1392
91 615 32
91 458 1795
91 3094 728
91 1819 754
91 3405 1137
91 2360 1759
91 2379 1865
91 215 229
91 2995 1480
91 3748 1043
91 4991 1871
91 1984 465
91 408 206
91 232 905
91 4350 953
91 829 1688
91 3172 1788
91 1309 1079
91 1469 1135
91 4267 1048
91 4056 121
91 1825 321
91 1251 1284
92 440 1287
92 941 557
92 1963 1706
92 3193 1717
92 4176 1540
92 2015 367
92 2552 1087
92 682 1665
92 857 146
92 2261 1260
92 958 1152
92 2024 1979
92 735 590
92 1220 842
92 590 10
92 2705 1243
92 2982 1634
93 419 717
93 2224 1335
93 4385 606
93 4442 45
93 4479 363
93 3341 520
93 474 1751
93 2774 1772
93 1137 1103
93 3715 1433
93 823 215
93 3868 180
93 3572 1152
93 332 694
93 4168 1194
93 4576 224
93 3647 1843
94 2982 976
94 1878 510
94 650 1860
94 856 984
94 1428 1624
94 4253 1434
94 286 1059
94 2048 1552
94 3326 1416
94 2160 1063
94 551 348
94 1344 622
94 2465 1766
94 4795 1932
94 3786 1618
94 2313 298
94 2428 1291
94 2789 773
95 4038 294
95 148 1744
95 1655 91
95 2374 614
96 4354 1989
96 4611 1278
96 3726 167
96 4369 49
96 2818 1986
96 4702 899
96 3642 535
96 4459 1637
96 1488 659
96 2319 396
96 1314 178
96 2939 547
96 3525 809
96 1908 1930
97 4169 1732
97 2237 1955
97 2370 1173
97 1041 844
97 4881 523
97 4610 185
97 2752 939
98 1179 1841
98 4974 212
98 4313 1373
98 3486 680
98 1239 1154
98 1374 248
98 3622 522
98 164 1874
98 110 1158
98 3706 830
98 3956 239
98 2434 1233
98 2041 1654
98 3753 320
98 1476 853
98 2077 1354
98 3583 595
98 1562 116
98 3508 1465
98 1500 134
98 303 682
98 2263 271
98 3607 396
98 999 1141
98 3584 1818
98 3274 182
99 1572 1693
99 1380 530
99 3790 535
99 3512 1142
99 3643 1878
99 4876 187
99 3685 1825
99 509 905
99 3829 547
99 4973 1733
99 3403 180
99 2032 1233
99 2216 167
100 2271 1697
100 2851 919
100 835 1363
100 1869 909
100 3468 1679
100 1278 1997
100 3658 805
100 2427 1317
100 2818 579
100 4810 1068
100 600 770
100 3806 9
101 2502 1335
101 2583 508
101 1462 974
101 4186 1324
101 449 62
101 4422 1623
101 1643 187
101 1002 549
101 3565 1677
101 4424 1881
101 1386 812
101 3353 944
101 613 893
101 3464 1990
101 200 1410
101 775 1603
102 4359 254
102 1739 70
102 3337 1204
102 2136 1421
102 2163 1704
102 1270 1729
102 1305 255
102 1726 1531
102 3443 697
102 3848 550
103 2806 1415
103 3553 157
103 3323 1813
103 4445 1154
103 3925 184
103 3624 1158
103 4082 1354
103 1410 1133
103 1065 1934
103 3230 1470
103 4961 1616
103 2336 678
103 4743 1550
103 3920 1900
104 4720 1401
104 1081 1871
104 3391 490
104 3734 1270
104 2463 1983
104 3151 1858
104 2980 1424
104 3566 756
104 806 275
104 4964 725
104 4152 779
104 1441 571
104 3322 1488
104 3247 1471
104 4931 1008
104 2941 570
104 1318 1682
104 2152 594
105 2804 1976
105 2520 1940
105 4863 1114
105 3436 287
105 3853 753
105 2921 821
105 4104 76
105 1764 630
105 4648 430
105 3496 1113
105 2591 620
105 184 438
105 2975 1823
105 914 1405
105 3947 355
105 4619 1866
105 1285 501
105 4935 123
105 1141 324
105 840 864
105 3591 364
105 2009 1403
106 4116 1732
106 3349 1285
106 1404 1791
106 3750 1234
106 4367 523
106 956 1531
106 3749 1141
106 1036 1936
106 3609 1020
106 4625 1664
106 1511 1309
106 3323 1038
106 875 1285
106 630 1080
106 4712 1627
106 3959 1044
107 4073 72
107 1088 1073
107 696 107
107 4211 1853
107 531 195
107 4871 192
107 3554 854
107 2779 448
107 3742 743
107 1651 1143
107 1457 1397
107 1200 40
107 1199 904
107 3473 1255
107 2209 819
107 4758 773
107 413 1692
107 2941 996
108 1665 1522
108 4489 860
108 3128 903
108 4141 998
108 3391 996
108 705 37
108 3952 487
108 2729 783
108 3644 1823
108 3708 610
108 1008 1357
108 701 997
108 637 1374
108 854 844
108 3920 316
108 2747 1167
108 3582 1961
108 417 1142
108 741 849
108 1008 926
108 1692 923
108 3268 1443
108 4578 1171
108 2967 1910
109 2328 593
109 3306 229
109 4478 1721
109 3117 1048
109 3479 1126
109 4346 1241
109 3104 290
109 3978 1080
109 3064 1065
109 1737 822
109 2415 766
109 1056 1969
109 884 597
109 1187 1431
109 1730 1116
109 2690 1248
109 3704 1561
109 1083 1123
109 3642 162
109 3182 41
109 327 509
109 880 1571
109 4358 258
110 4079 971
110 3633 271
110 4309 889
110 3556 803
110 2325 1715
110 1394 713
110 4402 1540
110 2579 733
110 4999 942
110 4552 1750
110 2454 97
110 3538 1077
110 1073 1188
110 668 1022
110 3339 1818
111 4925 1767
111 1190 1784
111 1687 312
111 4517 153
111 4275 1247
111 2469 1271
111 3251 1861
111 2281 1856
111 3450 1716
111 1522 180
111 3615 308
111 3055 1436
111 2132 1911
111 1157 658
111 563 399
111 4414 1252
111 4152 712
111 4408 959
111 2034 201
111 1386 122
112 505 584
112 960 1638
112 4184 1435
112 1807 1922
112 1606 1068
112 3181 926
112 1208 365
112 3625 245
112 1713 35
112 2814 1460
112 4616 1791
112 2805 1964
112 3900 1887
112 3948 1232
112 380 1127
112 3659 490
113 208 39
113 4917 1742
113 1866 1137
113 297 1714
113 3632 226
113 4712 95
113 2261 1993
113 2650 729
113 1752 1425
113 4139 180
113 4426 1693
113 3308 1196
113 2330 1423
113 4777 631
114 2865 713
114 454 1528
114 2833 813
