100 4202
7 60 4
7 61 4
7 64 5
7 65 1
7 66 2
7 68 9
7 70 2
7 71 5
7 73 8
7 75 4
7 77 7
7 78 7
7 80 8
7 81 4
7 82 9
7 83 1
7 84 2
7 85 4
7 86 8
7 87 3
7 88 4
7 89 3
7 90 6
7 91 4
7 92 10
7 93 7
7 94 4
7 95 7
7 96 6
7 97 7
7 98 8
7 99 5
7 100 1
8 9 7
8 10 3
8 11 6
8 12 4
8 13 10
8 14 9
8 15 6
8 17 1
8 18 2
8 19 4
8 20 5
8 22 8
8 24 6
8 25 6
8 26 4
8 27 10
8 28 7
8 29 5
8 30 5
8 31 9
8 32 10
8 33 5
8 34 8
8 35 7
8 36 8
8 37 4
8 38 7
8 39 2
8 40 1
8 41 10
8 42 4
8 43 5
8 44 3
8 45 3
8 46 4
8 47 1
8 48 10
8 49 2
8 50 6
8 51 2
8 52 9
8 53 9
8 54 6
8 55 8
8 56 5
8 57 2
8 58 2
8 61 3
8 62 2
8 64 2
8 67 9
8 68 8
8 69 8
8 70 4
8 71 3
8 72 2
8 73 5
8 74 10
8 75 9
8 76 4
8 77 1
8 78 2
8 79 10
8 81 4
8 82 9
8 83 2
8 84 1
8 85 9
8 86 3
8 87 10
8 88 8
8 89 1
8 91 9
8 92 1
8 93 4
8 94 3
8 96 1
8 98 7
8 99 6
8 100 5
9 10 5
9 12 10
9 13 3
9 14 1
9 15 2
9 16 2
9 19 4
9 21 3
9 22 6
9 24 5
9 25 1
9 26 9
9 27 5
9 28 8
9 29 5
9 30 7
9 31 3
9 32 3
9 34 6
9 35 10
9 36 8
9 37 2
9 38 9
9 39 5
9 41 10
9 42 1
9 43 8
9 45 6
9 46 2
9 47 2
9 48 6
9 49 4
9 50 1
9 52 8
9 53 3
9 54 7
9 55 3
9 56 7
9 57 10
9 59 1
9 60 8
9 61 1
9 62 9
9 63 10
9 64 5
9 65 10
9 66 4
9 67 6
9 68 8
9 69 10
9 70 3
9 71 1
9 72 4
9 73 4
9 74 8
9 75 9
9 76 1
9 77 9
9 78 9
9 79 10
9 80 3
9 81 2
9 82 8
9 83 8
9 85 8
9 86 10
9 87 10
9 88 4
9 89 1
9 90 10
9 91 2
9 92 8
9 94 7
9 95 6
9 96 10
9 97 9
9 98 5
9 100 7
10 11 10
10 12 1
10 13 3
10 14 9
10 15 8
10 16 4
10 17 1
10 19 3
10 20 5
10 21 9
10 22 3
10 23 3
10 24 2
10 25 10
10 26 10
10 27 10
10 28 8
10 29 2
10 30 1
10 31 4
10 32 4
10 33 4
10 34 1
10 35 9
10 36 10
10 37 6
10 38 9
10 39 4
10 40 6
10 41 2
10 42 3
10 43 8
10 44 7
10 45 7
10 47 4
10 48 1
10 49 8
10 50 1
10 51 7
10 52 1
10 53 10
10 54 9
10 56 9
10 58 3
10 59 6
10 60 8
10 61 10
10 62 1
10 63 6
10 65 6
10 66 8
10 67 4
10 68 10
10 70 5
10 71 3
10 72 5
10 73 1
10 74 4
10 75 6
10 77 2
10 78 6
10 79 7
10 80 8
10 81 6
10 82 7
10 83 1
10 84 3
10 85 2
10 86 3
10 88 8
10 89 8
10 90 9
10 91 7
10 92 7
10 94 7
10 95 10
10 96 1
10 97 6
11 12 2
11 13 5
11 14 7
11 15 4
11 16 8
11 17 3
11 19 7
11 20 5
11 21 2
11 22 8
11 23 5
11 24 9
11 26 10
11 27 9
11 28 8
11 29 4
11 30 3
11 31 8
11 32 4
11 33 8
11 34 10
11 35 9
11 36 9
11 37 4
11 38 8
11 40 1
11 41 10
11 43 3
11 44 7
11 45 10
11 46 3
11 47 1
11 48 4
11 49 9
11 50 1
11 51 3
11 52 1
11 53 3
11 54 10
11 55 6
11 56 9
11 58 8
11 59 9
11 60 8
11 61 5
11 62 9
11 63 7
11 64 10
11 65 5
11 66 6
11 67 7
11 68 7
11 69 1
11 70 5
11 71 8
11 72 7
11 73 1
11 74 10
11 75 7
11 77 5
11 78 7
11 79 6
11 81 2
11 82 7
11 83 9
11 84 3
11 85 3
11 86 6
11 88 2
11 89 7
11 90 10
11 91 8
11 92 10
11 93 8
11 95 8
11 96 10
11 98 8
11 99 7
11 100 2
12 13 2
12 14 9
12 15 4
12 16 10
12 17 3
12 18 7
12 19 8
12 20 2
12 21 7
12 23 5
12 24 9
12 25 5
12 26 9
12 28 3
12 29 5
12 30 9
12 31 7
12 32 7
12 33 2
12 35 10
12 36 3
12 37 8
12 38 9
12 41 8
12 42 4
12 43 6
12 44 6
12 45 2
12 46 7
12 48 5
12 49 9
12 50 4
12 51 4
12 52 9
12 53 6
12 54 9
12 55 2
12 56 10
12 57 10
12 59 8
12 60 8
12 61 7
12 62 1
12 63 7
12 64 3
12 65 10
12 66 1
12 67 1
12 68 2
12 70 5
12 72 6
12 73 1
12 74 6
12 77 2
12 78 8
12 79 2
12 80 3
12 81 4
12 82 6
12 84 5
12 85 3
12 86 6
12 87 3
12 88 3
12 89 3
12 90 8
12 91 2
12 92 8
12 93 2
12 94 2
12 95 2
12 96 4
12 97 1
12 98 8
12 99 10
12 100 7
13 14 6
13 15 1
13 16 1
13 17 10
13 18 9
13 20 5
13 21 8
13 22 3
13 23 9
13 24 1
13 25 4
13 26 5
13 27 9
13 28 10
13 29 3
13 32 3
13 33 3
13 35 4
13 36 7
13 37 9
13 38 7
13 39 10
13 40 5
13 42 2
13 43 10
13 46 1
13 47 5
13 48 4
13 49 4
13 50 2
13 51 5
13 52 10
13 53 1
13 55 2
13 56 5
13 57 8
13 58 10
13 59 5
13 60 1
13 63 3
13 64 4
13 66 1
13 67 5
13 69 5
13 70 10
13 71 2
13 72 6
13 74 6
13 75 3
13 76 9
13 77 9
13 78 6
13 79 1
13 81 1
13 84 8
13 86 7
13 87 6
13 88 2
13 89 5
13 90 10
13 91 7
13 92 1
13 93 3
13 95 8
13 96 9
13 97 4
14 15 6
14 16 9
14 17 4
14 18 6
14 19 5
14 20 7
14 22 10
14 23 5
14 24 10
14 25 4
14 26 3
14 27 7
14 28 10
14 29 4
14 30 3
14 31 3
14 32 5
14 34 10
14 35 4
14 37 6
14 38 1
14 39 3
14 40 7
14 41 5
14 42 10
14 43 4
14 45 10
14 46 8
14 48 10
14 51 6
14 53 3
14 54 2
14 55 5
14 56 1
14 57 2
14 59 5
14 60 3
14 61 8
14 62 5
14 63 6
14 64 3
14 65 2
14 67 9
14 68 7
14 69 7
14 70 8
14 71 5
14 72 3
14 74 9
14 75 8
14 76 3
14 77 6
14 78 6
14 79 1
14 82 8
14 83 1
14 84 4
14 85 10
14 86 8
14 87 6
14 88 5
14 90 7
14 91 4
14 92 5
14 93 6
14 94 2
14 95 9
14 96 9
14 97 6
14 98 8
14 99 7
14 100 7
15 17 7
15 18 2
15 20 7
15 21 7
15 24 4
15 25 3
15 26 5
15 27 1
15 28 10
15 29 4
15 30 6
15 31 1
15 32 4
15 33 3
15 34 2
15 35 9
15 37 2
15 38 3
15 39 6
15 40 3
15 41 7
15 42 8
15 43 9
15 44 6
15 45 10
15 47 7
15 48 9
15 49 9
15 50 3
15 51 2
15 52 2
15 53 5
15 54 1
15 55 1
15 56 8
15 57 2
15 58 1
15 60 7
15 61 3
15 62 5
15 63 2
15 64 3
15 65 8
15 66 9
15 67 9
15 68 3
15 69 9
15 70 2
15 71 10
15 72 6
15 75 4
15 76 5
15 77 4
15 78 5
15 79 9
15 82 4
15 83 9
15 84 2
15 86 4
15 87 9
15 88 7
15 89 9
15 90 6
15 92 10
15 93 5
15 95 5
15 96 9
15 98 1
15 99 9
15 100 7
16 17 5
16 18 8
16 19 1
16 20 10
16 21 9
16 22 4
16 23 2
16 24 10
16 26 5
16 27 5
16 28 5
16 30 7
16 31 3
16 33 5
16 34 10
16 35 6
16 36 10
16 37 1
16 38 8
16 39 10
16 40 9
16 41 1
16 42 7
16 43 1
16 44 7
16 45 5
16 46 7
16 47 8
16 48 4
16 49 7
16 50 8
16 51 2
16 52 8
16 54 4
16 56 10
16 57 3
16 59 6
16 60 6
16 63 7
16 64 7
16 65 2
16 66 3
16 67 8
16 68 8
16 69 6
16 70 6
16 72 8
16 73 2
16 74 10
16 75 8
16 76 2
16 77 3
16 78 4
16 79 3
16 81 7
16 82 2
16 83 1
16 84 8
16 85 9
16 86 5
16 87 8
16 89 5
16 90 8
16 91 8
16 92 2
16 93 10
16 94 6
16 95 9
16 96 9
16 97 7
16 98 9
16 99 6
16 100 9
17 19 10
17 20 9
17 21 1
17 22 8
17 23 7
17 24 6
17 25 6
17 26 10
17 27 9
17 28 4
17 29 7
17 30 9
17 31 3
17 32 4
17 33 7
17 35 9
17 36 7
17 37 9
17 38 4
17 39 3
17 40 9
17 41 7
17 42 6
17 43 10
17 44 6
17 45 6
17 47 2
17 48 4
17 49 4
17 51 1
17 52 10
17 54 8
17 55 4
17 56 2
17 57 1
17 58 5
17 59 8
17 60 8
17 61 3
17 62 3
17 63 6
17 64 3
17 65 2
17 66 9
17 67 8
17 68 9
17 69 1
17 70 8
17 72 6
17 73 8
17 74 2
17 75 8
17 76 2
17 77 6
17 78 2
17 79 1
17 80 3
17 81 5
17 82 10
17 83 8
17 84 9
17 86 10
17 87 6
17 88 1
17 89 7
17 92 1
17 93 6
17 94 2
17 95 2
17 96 10
17 98 6
17 99 8
17 100 8
18 19 1
18 20 4
18 21 1
18 22 7
18 24 9
18 25 10
18 26 1
18 27 4
18 28 7
18 29 1
18 30 7
18 31 10
18 32 7
18 33 1
18 34 3
18 35 9
18 37 7
18 38 8
18 40 2
18 41 10
18 42 8
18 43 8
18 44 6
18 46 3
18 47 2
18 49 7
18 50 4
18 51 2
18 52 4
18 53 4
18 55 2
18 56 6
18 57 10
18 58 8
18 59 6
18 60 10
18 61 6
18 63 1
18 65 7
18 66 8
18 67 3
18 68 3
18 69 10
18 70 1
18 71 4
18 73 10
18 74 6
18 75 1
18 76 7
18 77 5
18 78 8
18 79 2
18 80 2
18 81 10
18 82 8
18 83 3
18 85 10
18 86 5
18 87 5
18 88 8
18 89 8
18 90 4
18 91 6
18 92 6
18 93 4
18 94 1
18 95 5
18 96 9
18 97 5
18 99 5
18 100 4
19 20 6
19 21 1
19 22 9
19 23 3
19 24 8
19 25 3
19 27 5
19 28 8
19 29 1
19 30 5
19 31 1
19 32 7
19 33 3
19 35 7
19 36 10
19 37 7
19 38 8
19 40 2
19 41 4
19 42 6
19 43 10
19 45 7
19 46 3
19 47 10
19 48 6
19 49 7
19 50 9
19 51 2
19 52 6
19 53 10
19 54 4
19 55 8
19 56 10
19 57 1
19 58 10
19 59 10
19 60 5
19 61 10
19 63 1
19 64 7
19 66 8
19 67 9
19 68 3
19 69 9
19 70 2
19 71 2
19 72 10
19 73 2
19 74 6
19 75 6
19 76 6
19 77 9
19 78 7
19 81 8
19 82 6
19 83 1
19 85 10
19 86 8
19 87 4
19 88 6
19 89 1
19 90 2
19 91 2
19 92 5
19 93 6
19 94 10
19 95 6
19 96 9
19 97 10
19 98 7
19 99 6
19 100 8
20 21 5
20 22 9
20 23 3
20 25 10
20 26 2
20 27 10
20 28 2
20 29 10
20 30 2
20 31 9
20 32 3
20 34 7
20 35 9
20 36 9
20 37 7
20 38 5
20 39 1
20 40 3
20 41 1
20 42 3
20 43 10
20 44 5
20 45 2
20 48 5
20 50 3
20 51 7
20 52 4
20 55 9
20 56 7
20 57 10
20 58 9
20 59 7
20 60 9
20 61 5
20 62 10
20 63 2
20 64 5
20 65 6
20 67 9
20 68 3
20 69 8
20 70 6
20 72 8
20 73 1
20 74 3
20 75 5
20 77 4
20 78 5
20 80 10
20 81 10
20 82 1
20 83 3
20 84 6
20 85 2
20 87 9
20 88 5
20 89 4
20 90 6
20 91 4
20 93 1
20 94 7
20 95 5
20 96 1
20 97 3
20 98 4
20 99 4
20 100 4
21 22 8
21 24 1
21 25 7
21 26 5
21 27 2
21 28 10
21 29 10
21 30 2
21 31 9
21 32 8
21 33 5
21 34 3
21 35 2
21 36 7
21 37 1
21 38 1
21 39 7
21 40 10
21 42 5
21 45 8
21 47 3
21 48 2
21 49 3
21 50 1
21 52 2
21 53 4
21 54 5
21 55 2
21 56 9
21 57 1
21 58 4
21 59 5
21 60 1
21 61 1
21 62 1
21 63 3
21 64 1
21 65 4
21 66 5
21 67 3
21 68 8
21 69 7
21 70 8
21 71 4
21 72 3
21 74 9
21 75 6
21 77 10
21 78 7
21 80 9
21 81 7
21 83 7
21 84 1
21 85 7
21 86 1
21 87 2
21 88 5
21 89 8
21 90 3
21 92 1
21 93 7
21 94 7
21 95 9
21 96 3
21 97 7
21 98 1
21 99 1
21 100 10
22 23 1
22 24 2
22 27 1
22 28 10
22 29 1
22 30 1
22 33 6
22 34 8
22 36 4
22 37 5
22 38 9
22 39 9
22 40 8
22 41 3
22 45 9
22 46 3
22 48 1
22 49 9
22 50 7
22 52 9
22 53 9
22 54 1
22 57 7
22 58 3
22 59 6
22 60 9
22 61 3
22 62 5
22 63 5
22 64 6
22 65 6
22 66 8
22 67 7
22 68 9
22 69 6
22 70 4
22 71 2
22 72 10
22 74 6
22 76 3
22 77 6
22 78 1
22 79 7
22 80 7
22 81 1
22 82 5
22 83 3
22 84 2
22 85 6
22 86 1
22 87 5
22 88 3
22 89 5
22 90 4
22 91 6
22 93 7
22 95 6
22 96 2
22 97 2
22 98 1
22 100 9
23 24 5
23 25 1
23 27 7
23 28 8
23 29 5
23 30 10
23 31 4
23 32 5
23 33 10
23 34 2
23 35 3
23 36 8
23 37 4
23 38 10
23 39 2
23 40 3
23 42 2
23 43 8
23 44 3
23 45 7
23 46 3
23 47 1
23 48 4
23 49 4
23 51 5
23 52 8
23 53 9
23 54 2
23 55 1
23 56 1
23 57 10
23 58 3
23 59 3
23 60 4
23 61 4
23 62 6
23 64 2
23 65 5
23 66 6
23 67 10
23 68 2
23 72 4
23 73 8
23 74 4
23 75 8
23 76 3
23 77 5
23 78 9
23 79 8
23 80 3
23 81 8
23 83 2
23 85 10
23 86 10
23 87 5
23 88 7
23 89 7
23 90 1
23 92 10
23 93 5
23 94 4
23 95 9
23 97 4
23 98 7
24 25 8
24 26 1
24 27 9
24 28 4
24 29 5
24 30 7
24 31 5
24 32 2
24 33 7
24 34 1
24 35 5
24 36 6
24 37 3
24 38 5
24 39 2
24 42 6
24 44 10
24 45 3
24 46 4
24 47 4
24 48 1
24 49 4
24 50 7
24 51 4
24 52 6
24 56 8
24 57 7
24 58 1
24 59 4
24 60 8
24 61 6
24 63 1
24 64 7
24 65 10
24 68 8
24 69 8
24 70 7
24 71 2
24 72 9
24 75 1
24 76 4
24 78 6
24 79 3
24 81 1
24 83 1
24 84 1
24 85 8
24 86 5
24 89 3
24 90 1
24 91 8
24 92 1
24 93 4
24 94 8
24 96 4
24 97 1
24 98 10
24 99 8
24 100 5
25 27 7
25 31 9
25 32 5
25 33 9
25 34 6
25 35 10
25 36 3
25 37 1
25 38 9
25 39 8
25 40 7
25 41 1
25 44 1
25 45 9
25 46 8
25 48 7
25 49 3
25 51 5
25 52 6
25 53 3
25 54 1
25 55 3
25 56 9
25 57 10
25 58 9
25 59 9
25 60 1
25 62 3
25 63 7
25 64 4
25 65 1
25 66 1
25 68 2
25 69 10
25 70 6
25 71 4
25 72 8
25 73 4
25 75 7
25 76 9
25 77 2
25 78 10
25 79 6
25 80 6
25 82 2
25 83 6
25 84 2
25 86 7
25 87 7
25 88 10
25 89 6
25 90 3
25 92 3
25 93 5
25 94 7
25 96 10
25 97 3
25 99 9
25 100 2
26 27 3
26 28 8
26 29 2
26 30 7
26 31 7
26 33 9
26 34 7
26 35 7
26 36 1
26 37 9
26 38 5
26 39 5
26 40 6
26 41 6
26 42 5
26 43 3
26 45 4
26 46 6
26 47 4
26 49 4
26 50 7
26 51 2
26 52 3
26 53 6
26 54 7
26 55 2
26 56 3
26 59 8
26 60 6
26 62 4
26 63 2
26 65 9
26 66 4
26 67 5
26 69 8
26 70 2
26 71 9
26 72 8
26 74 6
26 76 9
26 77 9
26 78 10
26 79 8
26 80 1
26 81 10
26 82 5
26 83 9
26 84 7
26 85 1
26 86 8
26 87 4
26 88 1
26 89 5
26 90 8
26 91 7
26 92 10
26 93 10
26 95 4
26 96 8
26 97 5
26 98 5
26 99 10
26 100 1
27 28 9
27 29 9
27 30 3
27 31 2
27 33 6
27 34 7
27 35 2
27 36 7
27 37 4
27 38 5
27 39 10
27 40 3
27 41 10
27 42 1
27 43 2
27 44 8
27 45 9
27 46 7
27 47 6
27 48 6
27 49 7
27 50 6
27 52 1
27 53 10
27 54 2
27 55 9
27 56 2
27 57 7
27 58 3
27 59 10
27 60 6
27 61 2
27 62 8
27 63 10
27 64 1
27 65 6
27 66 2
27 67 8
27 68 1
27 69 9
27 70 8
27 71 3
27 73 9
27 74 10
27 75 5
27 76 5
27 77 7
27 78 7
27 79 10
27 80 10
27 81 9
27 82 2
27 83 2
27 84 9
27 85 2
27 86 5
27 87 5
27 89 4
27 90 7
27 91 1
27 92 8
27 94 1
27 95 4
27 96 4
27 97 8
27 98 8
27 99 3
27 100 6
28 29 6
28 30 9
28 31 9
28 32 5
28 34 1
28 35 10
28 36 10
28 37 3
28 38 2
28 39 4
28 40 3
28 41 10
28 42 7
28 43 1
28 44 1
28 47 4
28 48 6
28 49 5
28 50 3
28 51 8
28 52 5
28 54 8
28 55 2
28 56 2
28 57 8
28 59 9
28 60 8
28 61 9
28 62 2
28 63 10
28 64 1
28 65 2
28 66 8
28 67 10
28 68 9
28 69 10
28 70 4
28 71 1
28 72 7
28 73 10
28 74 1
28 75 9
28 76 5
28 77 2
28 79 7
28 80 3
28 81 6
28 82 4
28 83 8
28 84 8
28 85 7
28 86 9
28 87 4
28 88 8
28 89 4
28 90 1
28 91 6
28 92 1
28 94 5
28 95 2
28 97 10
28 99 1
28 100 1
29 30 6
29 32 7
29 33 3
29 35 6
29 36 2
29 37 1
29 38 3
29 39 9
29 40 9
29 42 7
29 43 7
29 44 4
29 45 5
29 46 7
29 47 4
29 48 7
29 49 6
29 50 8
29 51 6
29 52 6
29 54 3
29 55 2
29 56 10
29 57 5
29 59 10
29 60 4
29 61 1
29 62 1
29 63 5
29 64 3
29 66 9
29 67 3
29 68 3
29 69 10
29 70 1
29 72 5
29 74 8
29 75 8
29 76 5
29 77 7
29 78 6
29 79 5
29 80 5
29 81 7
29 82 3
29 83 2
29 84 7
29 85 8
29 86 4
29 87 5
29 89 1
29 90 3
29 91 2
29 92 4
29 93 2
29 94 10
29 95 5
29 96 6
29 97 1
29 98 10
29 99 1
29 100 9
30 31 2
30 32 5
30 33 10
30 34 9
30 35 5
30 36 8
30 38 3
30 39 5
30 40 10
30 41 5
30 42 9
30 43 7
30 44 7
30 45 10
30 47 1
30 48 1
30 50 1
30 51 3
30 52 7
30 53 6
30 54 7
30 55 5
30 56 1
30 57 1
30 58 10
30 59 9
30 60 6
30 63 3
30 64 7
30 67 3
30 68 6
30 70 10
30 71 1
30 73 3
30 74 4
30 75 1
30 76 2
30 78 10
30 80 8
30 82 4
30 83 2
30 84 10
30 87 6
30 89 2
30 90 6
30 92 8
30 93 10
30 94 10
30 96 2
30 97 4
30 98 8
30 99 4
30 100 2
31 32 4
31 33 4
31 34 7
31 35 7
31 36 5
31 37 5
31 38 4
31 39 1
31 40 1
31 41 2
31 42 4
31 43 10
31 44 2
31 45 9
31 46 8
31 48 3
31 49 10
31 50 2
31 52 5
31 53 2
31 54 4
31 55 8
31 56 9
31 57 1
31 58 3
31 59 10
31 61 7
31 62 3
31 63 5
31 64 3
31 65 9
31 66 3
31 67 3
31 68 8
31 69 10
31 70 8
31 71 4
31 72 4
31 73 9
31 74 1
31 75 7
31 76 8
31 77 6
31 79 10
31 80 5
31 82 9
31 83 2
31 84 8
31 85 6
31 86 3
31 87 6
31 88 2
31 89 1
31 90 7
31 91 1
31 93 10
31 94 8
31 95 6
31 96 4
31 97 3
31 98 10
31 99 1
31 100 4
32 33 4
32 34 3
32 35 6
32 36 3
32 37 10
32 39 3
32 41 7
32 43 9
32 44 8
32 45 5
32 46 3
32 48 2
32 50 6
32 51 2
32 52 5
32 53 7
32 54 5
32 56 10
32 57 9
32 58 4
32 59 5
32 60 2
32 61 4
32 62 5
32 63 10
32 64 9
32 65 8
32 66 1
32 67 2
32 68 10
32 69 9
32 70 4
32 71 4
32 72 9
32 73 10
32 74 5
32 75 8
32 76 6
32 77 6
32 80 3
32 81 1
32 82 7
32 83 9
32 84 3
32 85 4
32 87 10
32 88 1
32 90 1
32 91 2
32 92 10
32 93 2
32 95 8
32 96 9
32 98 8
32 99 8
33 34 10
33 35 8
33 36 8
33 37 2
33 38 2
33 39 5
33 40 1
33 41 9
33 45 10
33 46 9
33 47 7
33 49 9
33 50 3
33 51 3
33 52 1
33 54 6
33 55 4
33 56 4
33 57 4
33 58 6
33 59 10
33 60 4
33 61 7
33 62 9
33 63 2
33 64 10
33 65 5
33 67 4
33 69 6
33 70 5
33 71 1
33 72 2
33 73 8
33 75 1
33 76 8
33 77 3
33 79 2
33 80 3
33 81 9
33 83 5
33 84 5
33 86 4
33 87 7
33 89 7
33 90 4
33 91 10
33 93 3
33 94 10
33 95 1
33 96 4
33 98 6
33 99 4
33 100 4
34 35 8
34 37 9
34 38 2
34 39 5
34 40 5
34 41 8
34 43 4
34 44 9
34 45 1
34 46 4
34 47 1
